Property_Type,Location,Price,Price_Currency,Total_Area_m2,Covered_Area_m2,Room_number,Bathroom_number,Expenses,Expenses_Currency
Departamento,"Olivos, Vicente Lopez, Buenos Aires",63000,USD,36,36, 2, 1,6500,ARS
Departamento,"Manuel Alberti, Pilar, Buenos Aires",208500,USD,121,79, 3, 2,22000,USD
Departamento,"Monserrat, Capital Federal",70000,USD,40.49,37.49, 2, 1,8400,ARS
Departamento,"Barracas, Capital Federal",260000,USD,120,110, 3, 2,30000,ARS
Departamento,"Villa Urquiza, Capital Federal",70000,USD,38,34, 1, 1,9500,ARS
Departamento,"Balvanera, Capital Federal",90000,USD,57,57, 2, 1,5000,ARS
Departamento,"Belgrano, Capital Federal",380000,USD,164,152, 4, 2,30000,ARS
Departamento,"Belgrano, Capital Federal",90000,USD,50,43, 3, 1,3500,ARS
Departamento,"Mataderos, Capital Federal",45000,USD,45,45, 3, 1,1000,USD
Departamento,"Villa Urquiza, Capital Federal",99900,USD,74,74, 2, 1,15600,USD
Departamento,"Caballito, Capital Federal",180000,USD,96,87, 4, 1,30000,ARS
Departamento,"Luis Agote, Rosario, Rosario, Santa Fe",30000,USD,37.45,24.32, 2, 1,1500,USD
Departamento,"Villa Lugano, Capital Federal",55000,USD,36,33, 1, 1,3000,ARS
Departamento,Capital Federal,350000,USD,149.69,113.23, 3, 2,24000,ARS
Departamento,"Colegiales, Capital Federal",100000,USD,59,59, 3, 1,9500,ARS
Departamento,"Belgrano, Capital Federal",225000,USD,109.07,102.2, 4, 2,30000,ARS
Departamento,"Palermo Hollywood, Palermo, Capital Federal",190000,USD,106,97, 4, 2,20500,ARS
Departamento,"Recoleta, Capital Federal",255000,USD,99,92, 4, 1,40000,ARS
Departamento,"Villa Luro, Capital Federal",76900,USD,44.47,30.32, 2, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",80000,USD,35.74,32.6, 2, 1,12000,ARS
Departamento,"Rosario, Rosario, Santa Fe",49000,USD,63,37, 2, 1,N/A,N/A
Departamento,"Villa Urquiza, Capital Federal",70000,USD,41,39, 2, 1,13500,ARS
Departamento,"Parque Chas, Capital Federal",65000,USD,44.72,40.74, 1, 1,5000,ARS
Departamento,"Cordoba, Capital,",35000,USD,81,63, 3, 1,N/A,N/A
Departamento,"Chacras De Coria, Lujan De Cuyo, Mendoza",64000,USD,79,46, 2, 1,N/A,N/A
Departamento,"Chacras De Coria, Lujan De Cuyo, Mendoza",68000,USD,89,56, 2, 1,N/A,N/A
Departamento,"Palermo Hollywood, Palermo, Capital Federal",265000,USD,143,123, 4, 2,30000,ARS
Departamento,"Balvanera, Capital Federal",129000,USD,101,98, 4, 2,8700,ARS
Departamento,"Balvanera, Capital Federal",135000,USD,92.2,84.2, 4, 1,13000,ARS
Departamento,"Barrio Norte, Capital Federal",199000,USD,74,70, 4, 1,18000,ARS
Departamento,"Belgrano, Capital Federal",139000,USD,66,63, 3, 1,N/A,N/A
Departamento,"Florida, Vicente Lopez, Buenos Aires",68000,USD,41.19,41.19, 3, 1,3395,USD
Departamento,Las,339000,USD,122.94,116.01, 4, 3,N/A,N/A
Departamento,"Caballito, Capital Federal",295000,USD,136,123, 5, 2,37000,ARS
Departamento,Capital Federal,105000,USD,55.46,50.33, 3, 1,N/A,N/A
Departamento,"Flores, Capital Federal",149500,USD,72.54,62.14, 3, 2,N/A,N/A
Departamento,"Flores, Capital Federal",134600,USD,72.54,62.14, 3, 2,N/A,N/A
Departamento,Capital Federal,139000,USD,66,63, 3, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",134600,USD,72.54,62.14, 3, 2,N/A,N/A
Departamento,"Entre Boulevares, Santa Fe, Santa Fe Capital, Santa Fe",43000,USD,53,45, 3, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",339000,USD,122.94,116.01, 4, 3,N/A,N/A
Departamento,"Entre Boulevares, Santa Fe, Santa Fe Capital, Santa Fe",62000,USD,37,35, 2, 1,N/A,N/A
Departamento,"Villa De Mayo, Malvinas Argentinas, Buenos Aires",218000,USD,624,553,N/A, 2,N/A,N/A
Departamento,"Caballito, Capital Federal",285000,USD,94.55,87, 4, 1,11300,ARS
Departamento,"Manuel Alberti, Pilar, Buenos Aires",178563,USD,104,75, 3, 1,24000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",42000,USD,46,40, 1, 1,N/A,N/A
Departamento,"Centro, Cordoba, Capital,",59500,USD,74,69, 7, 2,7000,ARS
Departamento,"Nicolas Lavalle, San Carlos De Bariloche, Bariloche,",40000,USD,94,92, 4, 1,N/A,N/A
Departamento,"General Paz, Cordoba, Capital,",72500,USD,76,62, 5, 1,9000,ARS
Departamento,"Liniers, Capital Federal",125000,USD,83,80, 4, 2,10000,ARS
Departamento,"Caballito, Capital Federal  Solicitar precio",Solicitar,precio,68,60, 3, 1,14000,ARS
Departamento,"Barracas, Capital Federal",83000,USD,53,48, 2, 1,N/A,N/A
Departamento,"Colegiales, Capital Federal",72000,USD,43,43, 3, 1,8000,USD
Departamento,"Centro, Rosario, Rosario, Santa Fe",46000,USD,33.5,29.35, 1, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",65000,USD,68,65, 3, 1,9000,ARS
Departamento,"Villa Urquiza, Capital Federal",118000,USD,42.4,38.06, 1, 1,1,USD
Departamento,"La Plata, La Plata, Buenos Aires",38000,USD,35,35, 1, 1,3000,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe",57000,USD,65.53,60, 3, 1,4000,ARS
Departamento,"San Vicente, Cordoba, Capital,",34000,USD,63,63, 6, 1,2200,ARS
Departamento,"Almagro, Capital Federal",195000,USD,143,88, 3, 1,22220,ARS
Departamento,"Neuquen, Confluencia,",121800,USD,69.5,52.5, 2, 1,4500,ARS
Departamento,"Neuquen, Confluencia,",74000,USD,55.19,44.35, 2, 1,7000,USD
Departamento,"Colegiales, Capital Federal",68500,USD,88.99,75.31, 3, 1,N/A,N/A
Departamento,"Colegiales, Capital Federal",119900,USD,73.34,59.76, 3, 1,N/A,N/A
Departamento,San,62000,USD,46,44, 2, 1,8500,ARS
Departamento,"La Paternal, Capital Federal",40081,USD,45,36.4, 1, 1,N/A,N/A
Departamento,"La Paternal, Capital Federal",62640,USD,43.2,36.4, 1, 1,N/A,N/A
Departamento,"Pinamar, Pinamar, Buenos Aires",75000,USD,46,43, 2, 1,4600,ARS
Departamento,"Villa Nueva De Guaymallen, Guaymallen, Mendoza",30000,USD,80,65, 3, 1,N/A,N/A
Departamento,"Mendoza, Capital, Mendoza",59000,USD,61,61, 4, 2,5300,ARS
Departamento,"Providencia, Cordoba, Capital,",75000,USD,93.2,77, 4, 1,18000,ARS
Departamento,"Valeria Del Mar, Pinamar, Buenos Aires",65000,USD,84,84, 3, 2,5000,ARS
Departamento,"Caballito, Capital Federal",140000,USD,75.37,65, 4, 1,35000,ARS
Departamento,"Lanus, Lanus, Buenos Aires",140000,USD,209,200, 4, 2,10000,ARS
Departamento,"Wilde, Avellaneda, Buenos Aires",59000,USD,39,36, 2, 1,N/A,N/A
Departamento,,55000,USD,34,34, 1, 1,1200,ARS
Departamento,"Wilde, Avellaneda, Buenos Aires",115000,USD,77,68, 3, 2,2900,ARS
Departamento,"Centro, Mar Del Plata, General Pueyrredon, Buenos Aires",31000,USD,19,19, 1, 1,5000,USD
Departamento,"Villa Nueva De Guaymallen, Guaymallen, Mendoza",37000,USD,76,60, 3, 1,N/A,N/A
Departamento,Capital Federal,60000,USD,34.72,31.72, 1, 1,4000,ARS
Departamento,"San Cristobal, Capital Federal",125000,USD,67,60, 3, 1,10000,ARS
Departamento,"Wilde, Avellaneda, Buenos Aires",115000,USD,74,68, 3, 2,N/A,N/A
Departamento,"Banfield, Lomas De Zamora, Buenos Aires",340000,USD,185,125, 4, 3,15000,ARS
Departamento,"Colegiales, Capital Federal",72000,USD,43,40, 3, 1,13500,ARS
Departamento,"Almagro, Capital Federal",63000,USD,44.27,41.32, 1, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",549000,USD,201.19,190.96, 5, 2,85000,ARS
Departamento,"Caballito, Capital Federal",78700,USD,39.92,36.5, 1, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",69800,USD,47.16,39.84, 1, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",113500,USD,67.75,56.47, 3, 1,N/A,N/A
Departamento,"Almagro, Capital Federal",100000,USD,69.88,62.76, 3, 1,N/A,N/A
Departamento,"Martin, Rosario, Rosario, Santa Fe",130000,USD,212,98, 6, 2,N/A,N/A
Departamento,"Palermo, Capital Federal",119900,USD,44,44, 3, 1,8000,USD
Departamento,"Chacarita, Capital Federal",75000,USD,29,25, 2, 1,10000,USD
Departamento,"Lourdes, Rosario, Rosario, Santa Fe",140000,USD,81,77, 3, 2,5000,ARS
Departamento,"Bernal Este, Quilmes, Buenos Aires",65000,USD,40.38,37.86, 2, 1,4000,ARS
Departamento,"Manuel Alberti, Pilar, Buenos Aires",465100,USD,283,114, 4, 2,26000,USD
Departamento,"Manuel Alberti, Pilar, Buenos Aires",138285,USD,80,57, 2, 1,22000,USD
Departamento,"Villa Devoto, Capital Federal",120000,USD,56,44, 2, 1,2777,ARS
Departamento,"Villa Rosa, Pilar, Buenos Aires",110000,USD,91.5,80.95, 3, 1,15000,ARS
Departamento,"Green Village, Pilar, Buenos Aires",82000,USD,78,40.55, 2, 1,15000,ARS
Departamento,"Green Village, Pilar, Buenos Aires",110000,USD,104.18,54.18, 2, 1,15000,ARS
Departamento,"Civis Tortugas, Garin, Escobar, Buenos Aires",185000,USD,90,71, 3, 2,23500,ARS
Departamento,"Vicente Lopez, Vicente Lopez, Buenos Aires",112000,USD,59,56, 2, 1,N/A,N/A
Departamento,"Rincon De Milberg, Tigre, Buenos Aires",159000,USD,88.3,75.7, 3, 2,47000,ARS
Departamento,"Quilmes, Quilmes, Buenos Aires",49900,USD,59.65,53, 2, 1,N/A,N/A
Departamento,"Villa Crespo, Capital Federal",168000,USD,96.78,92.78, 4, 2,25000,ARS
Departamento,"Villa Crespo, Capital Federal",126000,USD,59,45, 2, 1,N/A,N/A
Departamento,"San Martin, Cordoba, Capital,",35000,USD,40.15,40.15, 3, 1,8000,USD
Departamento,"Alberdi, Cordoba, Capital,",62000,USD,77,64, 3, 1,N/A,N/A
Departamento,"Martin, Rosario, Rosario, Santa Fe  Solicitar precio 57",Solicitar,precio,57,52, 3, 1,N/A,N/A
Departamento,"Recoleta, Capital Federal",78000,USD,35,35, 2, 1,22000,ARS
Departamento,"Recoleta, Capital Federal",280000,USD,97.62,91.92, 4, 1,1,USD
Departamento,"Guemes, Cordoba, Capital,",126000,USD,77,77, 4, 2,10000,ARS
Departamento,"Puerto Norte, Rosario, Rosario, Santa Fe  Solicitar precio",Solicitar,precio,160,140, 4, 2,13000,ARS
Departamento,"Lourdes, Rosario, Rosario, Santa Fe",38000,USD,32,28, 1, 1,N/A,N/A
Departamento,"Barrio Norte, Capital Federal",695000,USD,185,185, 4, 3,65000,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe",125000,USD,72,64, 2, 1,7000,ARS
Departamento,"Caballito, Capital Federal",175000,USD,86,81.5, 3, 2,14000,ARS
Departamento,"Monte Grande, Esteban Echeverria, Buenos Aires",78000,USD,48,40, 2, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",265000,USD,107.41,84, 4, 2,18000,USD
Departamento,"San Nicolas De Los Arroyos, San Nicolas, Buenos Aires",45000,USD,4,1, 2, 1,2500,ARS
Departamento,"Villa Crespo, Capital Federal",120000,USD,64,50, 2, 1,4980,ARS
Departamento,"Wilde, Avellaneda, Buenos Aires",55000,USD,43,36, 2, 1,N/A,N/A
Departamento,"Saavedra, Capital Federal",139000,USD,80,45, 2, 1,4000,ARS
Departamento,"San Justo, La Matanza, Buenos Aires",41900,USD,51,41, 2, 1,N/A,N/A
Departamento,"Ituzaingo, Ituzaingo, Buenos Aires",85000,USD,92.52,46.26, 2, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",160000,USD,164.5,96, 4, 2,N/A,N/A
Departamento,"Palermo, Capital Federal",275000,USD,93.5,51, 3, 2,1,USD
Departamento,"Tolosa, La Plata, Buenos Aires",55000,USD,60,60, 3, 1,1000,ARS
Departamento,"Neuquen, Confluencia,",38000,USD,32.7,29.7, 2, 1,1500,ARS
Departamento,"Parque Centenario, Capital Federal",73000,USD,48.44,42.44, 2, 1,10300,ARS
Departamento,"Belgrano C, Belgrano, Capital Federal",160000,USD,62,54, 3, 1,N/A,N/A
Departamento,"Coghlan, Capital Federal",160000,USD,62,54, 3, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",165000,USD,61,58, 3, 1,18000,ARS
Departamento,"Almagro, Capital Federal",98500,USD,48.75,45.25, 2, 1,1,ARS
Departamento,"Almagro, Capital Federal",149600,USD,86.7,58.2, 3, 1,1,ARS
Departamento,"San Telmo, Capital Federal",64900,USD,74,71, 3, 1,12500,ARS
Departamento,"San Cristobal, Capital Federal",78000,USD,55.82,51.79, 3, 1,11000,ARS
Departamento,"Pichincha, Rosario, Rosario, Santa Fe",73000,USD,48.42,42, 2, 1,5000,ARS
Departamento,"Belgrano, Capital Federal",193000,USD,77,55, 3, 1,18000,ARS
Departamento,"Almagro, Capital Federal",69900,USD,35,35, 2, 1,7800,ARS
Departamento,"San Miguel, San Miguel, Buenos Aires",59000,USD,50,50, 2, 1,9000,USD
Departamento,"Belgrano, Capital Federal",177000,USD,90,80.5, 4, 2,23000,ARS
Departamento,"Flores, Capital Federal",55000,USD,34,32, 1, 1,8300,ARS
Departamento,"Comodoro Rivadavia, Escalante, Chubut",160000,USD,362,120, 1, 6,N/A,N/A
Departamento,"Barracas, Capital Federal",54500,USD,41,32, 2, 1,4000,ARS
Departamento,"Wilde, Avellaneda, Buenos Aires",105000,USD,76,69, 3, 1,N/A,N/A
Departamento,"Bahia Blanca, Bahia Blanca, Buenos Aires",43500,USD,37.083,34.26, 2, 1,4250,ARS
Departamento,"Caballito, Capital Federal",53000,USD,30,30, 2, 1,4392,ARS
Departamento,"Pablo Nogues, Malvinas Argentinas, Buenos Aires",51000,USD,49,40, 2, 1,N/A,N/A
Departamento,"Recoleta, Capital Federal",170000,USD,91,91, 3, 2,30000,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",99999,USD,46,42, 2, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",220000,USD,119.07,101.97, 3, 2,N/A,N/A
Departamento,Villa,137410,USD,91.8,85.5, 3, 2,1,USD
Departamento,"Monserrat, Capital Federal",110000,USD,91,55, 3, 1,18500,ARS
Departamento,San,139000,USD,110,110, 5, 2,17500,ARS
Departamento,Capital Federal,84000,USD,78.67,78.67, 4, 1,N/A,N/A
Departamento,"Caseros, Tres De Febrero, Buenos Aires",45000,USD,34,31, 1, 1,3000,
Departamento,"Villa Crespo, Capital Federal",158000,USD,86.36,73.27, 4, 1,30000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",40000,USD,95,60, 3, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires  Solicitar precio",Solicitar,precio,36,32, 2, 1,5500,ARS
Departamento,"La Plata, La Plata, Buenos Aires",29000,USD,49,37, 2, 1,N/A,N/A
Departamento,"Villa Carlos Paz, Punilla,",34000,USD,40,35, 2, 1,600,ARS
Departamento,"Floresta, Capital Federal",52000,USD,39.14,39.14, 2, 1,1200,ARS
Departamento,"Belgrano, Capital Federal",139000,USD,60.52,60.52, 3, 1,14000,ARS
Departamento,"Neuquen, Confluencia,",69000,USD,46.35,42.75, 2, 1,N/A,N/A
Departamento,"Neuquen, Confluencia,",139000,USD,96,88.8, 3, 2,N/A,N/A
Departamento,"Belgrano, Capital Federal",339000,USD,139,139, 3, 2,27000,ARS
Departamento,"Belgrano, Capital Federal",339000,USD,139,139, 4, 2,27000,ARS
Departamento,"Saavedra, Capital Federal",71000,USD,34.79,28.62, 1, 1,N/A,N/A
Departamento,"Saavedra, Capital Federal",88000,USD,50,40, 2, 1,10000,ARS
Departamento,"Puerto Madero, Capital Federal",1200000,USD,248,200, 4, 3,27000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",38000,USD,46,40, 1, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",40000,USD,46,40, 1, 1,N/A,N/A
Departamento,"Puerto Madero, Capital Federal",1300000,USD,180,150, 4, 4,40000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",105000,USD,115,99, 3, 2,N/A,N/A
Departamento,"Balvanera, Capital Federal",76000,USD,90.34,87.29, 4, 1,12000,ARS
Departamento,"Caballito, Capital Federal",84999,USD,76,70, 3, 1,8000,ARS
Departamento,San,188000,USD,107.94,107.94, 4, 2,28681,ARS
Departamento,"Saavedra, Capital Federal",150000,USD,98.45,57, 2, 1,N/A,N/A
Departamento,"General San Martin, General San Martin, Buenos Aires",130000,USD,61.64,57.87, 3, 2,N/A,N/A
Departamento,"Villa Ballester, General San Martin, Buenos Aires",59000,USD,51,47, 2, 1,3000,ARS
Departamento,"Alto Alberdi, Cordoba, Capital,",30000,USD,43,41, 4, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",220000,USD,125.1,108.49, 4, 2,34000,ARS
Departamento,"Acassuso, San Isidro, Buenos Aires",99000,USD,68.25,62, 3, 1,N/A,N/A
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",79800,USD,42,42, 2, 1,4000,USD
Departamento,San,69000,USD,44,44, 2, 1,12000,USD
Departamento,"Avellaneda, Avellaneda, Buenos Aires",64000,USD,41.55,41.55, 2, 1,9000,ARS
Departamento,"Palermo Hollywood, Palermo, Capital Federal",90000,USD,72,58, 2, 1,N/A,N/A
Departamento,"Alberdi, Cordoba, Capital,",25550,USD,36,36, 2, 1,500,ARS
Departamento,"San Telmo, Capital Federal",210000,USD,172,160, 4, 3,16000,ARS
Departamento,"Cordoba, Capital,",28000,USD,52,52, 2, 1,3000,ARS
Departamento,"Almagro, Capital Federal",135000,USD,78.8,65, 4, 1,15000,ARS
Departamento,"Balvanera, Capital Federal",79000,USD,51,51, 3, 1,5500,ARS
Departamento,"Villa Urquiza, Capital Federal",94000,USD,54,46, 2, 1,7000,ARS
Departamento,"Balvanera, Capital Federal",59000,USD,29.46,29.46, 2, 1,4000,ARS
Departamento,"San Bernardo Del Tuyu, De La Costa, Buenos Aires",36000,USD,44,34, 2, 1,10000,USD
Departamento,"La Plata, La Plata, Buenos Aires",55000,USD,62,62, 4, 1,5000,USD
Departamento,"Villa Urquiza, Capital Federal",99900,USD,62.67,55.44, 3, 1,5500,ARS
Departamento,"Beccar, San Isidro, Buenos Aires",129900,USD,44,39, 2, 1,28000,ARS
Departamento,"La Boca, Capital Federal",60000,USD,51.55,46.63, 3, 1,12000,ARS
Departamento,"Vicente Lopez, Vicente Lopez, Buenos Aires",250000,USD,148.1,134.16, 4, 2,25000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",53000,USD,62.6,62.6, 3, 1,3800,ARS
Departamento,"Belgrano, Capital Federal",250000,USD,141,125, 4, 2,38000,ARS
Departamento,"Puerto Madero, Capital Federal",850000,USD,232,189, 5, 3,N/A,N/A
Departamento,"Vicente Lopez, Vicente Lopez, Buenos Aires",98900,USD,33,30, 1, 1,6000,ARS
Departamento,"Villa Bosch, Tres De Febrero, Buenos Aires",75000,USD,63.3,63.3, 3, 1,N/A,N/A
Departamento,"Fisherton, Rosario, Rosario, Santa Fe",60000,USD,67,50, 1, 1,6000,ARS
Departamento,"Almagro, Capital Federal",80000,USD,42.24,40.95, 2, 1,9000,ARS
Departamento,"Belgrano, Capital Federal",90000,USD,77,45, 2, 1,15000,ARS
Departamento,"Belgrano R, Belgrano, Capital Federal",94300,USD,37,31, 1, 1,N/A,N/A
Departamento,"Belgrano R, Belgrano, Capital Federal",138900,USD,47,42, 1, 1,13000,ARS
Departamento,"Recoleta, Capital Federal",146000,USD,70,65, 4, 1,19000,ARS
Departamento,"Barrio Norte, Capital Federal",146000,USD,70,65, 4, 1,19000,ARS
Departamento,Las,260000,USD,108,102, 4, 3,46000,ARS
Departamento,"Balvanera, Capital Federal",56000,USD,34,34, 2, 1,3690,ARS
Departamento,"Villa Urquiza, Capital Federal",47000,USD,26,26, 1, 1,1500,ARS
Departamento,"Monte Castro, Capital Federal",175000,USD,63,55, 3, 1,N/A,N/A
Departamento,"Belgrano R, Belgrano, Capital Federal",152500,USD,46,42, 1, 1,13000,ARS
Departamento,"Barrio Norte, Capital Federal",240000,USD,145,130, 4, 2,23000,ARS
Departamento,"Pilar, Pilar, Buenos Aires",90000,USD,120.61,62.14, 3, 1,12000,ARS
Departamento,"Pilar, Pilar, Buenos Aires",63000,USD,87.01,43.63, 2, 1,9000,ARS
Departamento,"Mar Del Plata, General Pueyrredon, Buenos Aires",28000,USD,71.21,71.21, 3, 1,2000,ARS
Departamento,"Fisherton, Rosario, Rosario, Santa Fe",220000,USD,146,120, 4, 2,8000,ARS
Departamento,"Tolosa, La Plata, Buenos Aires",50000,USD,74,73, 4, 1,300,ARS
Departamento,"Almagro, Capital Federal",115000,USD,68.14,52.45, 3, 1,5998,USD
Departamento,"Liniers, Capital Federal",92000,USD,51.1,45.2, 2, 1,4000,USD
Departamento,"San Telmo, Capital Federal",105000,USD,83.19,76.4, 3, 1,7000,ARS
Departamento,"Neuquen, Confluencia,",70000,USD,46.15,42.55, 2, 1,N/A,N/A
Departamento,"Granaderos, San Lorenzo, Santa Fe",50490,USD,70.4,59.4, 2, 1,N/A,N/A
Departamento,"Granaderos, San Lorenzo, Santa Fe",67405,USD,90.3,79.3, 3, 1,N/A,N/A
Departamento,"Granaderos, San Lorenzo, Santa Fe",116450,USD,148,137, 4, 2,N/A,N/A
Departamento,"Palermo, Capital Federal",210000,USD,105,96, 4, 2,40000,ARS
Departamento,"Valentin Alsina, Lanus, Buenos Aires",56000,USD,57,51.5, 2, 1,N/A,N/A
Departamento,"Sarandi, Avellaneda, Buenos Aires",59000,USD,61,53, 3, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",58000,USD,39,32, 1, 1,1,ARS
Departamento,"Lanus Oeste, Lanus, Lanus, Buenos Aires",50000,USD,44,40, 2, 1,1,ARS
Departamento,"Berazategui, Berazategui, Buenos Aires",58000,USD,61,61, 3, 1,3000,ARS
Departamento,"Neuquen, Confluencia,",425000,USD,172.79,172.79, 4, 2,35000,ARS
Departamento,Florida,99000,USD,55.3,47.3, 2, 1,8000,ARS
Departamento,"Monte Grande, Esteban Echeverria, Buenos Aires",86000,USD,83,40, 2, 1,3800,ARS
Departamento,"Olivos, Vicente Lopez, Buenos Aires",125000,USD,78.63,54.04, 3, 1,N/A,N/A
Departamento,"Villa Crespo, Capital Federal",105000,USD,53,43, 2, 1,30000,ARS
Departamento,"Villa Devoto, Capital Federal",215000,USD,135,92, 5, 2,13000,ARS
Departamento,"Almagro, Capital Federal",89000,USD,64.4,55.44, 3, 1,1625614,ARS
Departamento,"Roma, Santa Fe, Santa Fe Capital, Santa Fe",45000,USD,45,45, 4, 1,5300,USD
Departamento,"Villa Crespo, Capital Federal",48900,USD,29,29, 1, 1,4500,ARS
Departamento,"Abasto, Rosario, Rosario, Santa Fe  Solicitar precio",Solicitar,precio,73,49, 2, 1,5000,USD
Departamento,"Villa Sarmiento, Moron, Buenos Aires",68000,USD,53,51, 2, 1,N/A,N/A
Departamento,"Recoleta, Capital Federal",205000,USD,110,97, 4, 2,33000,ARS
Departamento,"Caballito, Capital Federal",69500,USD,43.84,43.84, 2, 1,7000,ARS
Departamento,"Caballito, Capital Federal",81000,USD,47,43, 3, 1,10000,ARS
Departamento,"Neuquen, Confluencia,",35000,USD,85,83, 7, 1,N/A,N/A
Departamento,"Valentin Alsina, Lanus, Buenos Aires",139000,USD,96,90, 3, 2,N/A,N/A
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",13000,USD,56,56, 2, 1,N/A,N/A
Departamento,San,42500,USD,24,24, 1, 1,6500,ARS
Departamento,"Caballito, Capital Federal",135000,USD,65,62, 3, 1,8000,ARS
Departamento,"Boedo, Capital Federal",135000,USD,74,64, 4, 1,8000,ARS
Departamento,"Monserrat, Capital Federal",100000,USD,69,69, 3, 1,11343,ARS
Departamento,"Monserrat, Capital Federal",95000,USD,69,69, 3, 1,11343,ARS
Departamento,"Villa Crespo, Capital Federal",90000,USD,49.49,49.49, 3, 1,7000,ARS
Departamento,"Almagro, Capital Federal",98000,USD,43.47,39.67, 2, 1,10400,ARS
Departamento,"Florida, Vicente Lopez, Buenos Aires",95000,USD,46,46, 3, 1,13000,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",69000,USD,104.58,57.58, 6, 1,N/A,N/A
Departamento,"Balvanera, Capital Federal",194000,USD,110,100, 4, 2,37000,ARS
Departamento,"Alto Alberdi, Cordoba, Capital,",35000,USD,40,40, 2, 1,9000,ARS
Departamento,"Jose Leon Suarez, General San Martin, Buenos Aires",20500,USD,72,68, 3, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",35000,USD,45,30, 1, 1,2400,USD
Departamento,"Congreso, Capital Federal",212000,USD,162,162, 4, 2,14342,ARS
Departamento,"Belgrano, Capital Federal",55000,USD,46.09,46.09, 2, 1,10000,ARS
Departamento,Capital Federal,84500,USD,41,39, 2, 1,15000,ARS
Departamento,"San Carlos De Bariloche, Bariloche,",Solicitar,precio,35,35, 2, 1,1000,ARS
Departamento,"Liniers, Capital Federal",73900,USD,43,43, 2, 1,7000,ARS
Departamento,"Bernal Este, Quilmes, Buenos Aires",59900,USD,44,39, 2, 1,N/A,N/A
Departamento,"Caseros, Tres De Febrero, Buenos Aires",60000,USD,53.1,50, 2, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",49000,USD,49,49, 3, 1,12000,ARS
Departamento,"Flores, Capital Federal",70500,USD,63.11,54.91, 2, 1,9500,ARS
Departamento,"Neuquen, Confluencia,",65000,USD,32,32, 2, 1,N/A,N/A
Departamento,"Villa Del Parque, Capital Federal",79900,USD,49,45, 2, 1,N/A,N/A
Departamento,"Villa Del Parque, Capital Federal",175000,USD,180,107, 4, 2,18000,ARS
Departamento,"Recoleta, Capital Federal",195000,USD,70,70, 3, 1,36000,ARS
Departamento,"Almagro, Capital Federal",79000,USD,47,34, 2, 1,12000,ARS
Departamento,"Jardines De Saravi, Pilar, Buenos Aires",87000,USD,56,50, 2, 1,20000,USD
Departamento,"Los Tres Coniles, Presidente Derqui, Pilar, Buenos Aires",83000,USD,94,76, 3, 1,7500,ARS
Departamento,"Entre Boulevares, Santa Fe, Santa Fe Capital, Santa Fe",70000,USD,49,43, 4, 1,8000,ARS
