Property_Type,Location,Price,Price_Currency,Total_Area_m2,Covered_Area_m2,Room_number,Bathroom_number,Expenses,Expenses_Currency
Departamento,"Flores, Capital Federal",53000,USD,32,32, 2, 1,6000,ARS
Departamento,"Villa Santa Rita, Capital Federal",112000,USD,70,60, 3, 1,N/A,N/A
Departamento,"Centro, Rosario, Rosario, Santa Fe",65000,USD,79,56, 4, 1,3500,ARS
Departamento,"Villa Urquiza, Capital Federal",145000,USD,81.5,72, 3, 2,N/A,N/A
Departamento,"Villa Urquiza, Capital Federal",116000,USD,64.5,58.5, 2, 1,N/A,N/A
Departamento,"Beccar, San Isidro, Buenos Aires",79500,USD,81,72, 3, 1,N/A,N/A
Departamento,"Pichincha, Rosario, Rosario, Santa Fe",525000,USD,145.7,124.25, 4, 2,N/A,N/A
Departamento,"Saavedra, Capital Federal",64000,USD,34,31, 1, 1,N/A,N/A
Departamento,"Liniers, Capital Federal",84500,USD,65,41, 2, 1,N/A,N/A
Departamento,"Cosquin, Punilla,",32999,USD,55,55, 2, 1,4500,ARS
Departamento,"Flores, Capital Federal",110000,USD,64,64, 3, 1,16000,ARS
Departamento,"Neuquen, Confluencia,",100000,USD,48.02,34.52, 1, 1,1000,ARS
Departamento,"Sarandi, Avellaneda, Buenos Aires",49990,USD,41.1,41.1, 2, 1,8000,ARS
Departamento,Capital Federal,274900,USD,131.94,123.73, 4, 3,20000,ARS
Departamento,"Palermo, Capital Federal",59878,USD,26.32,26.32, 1, 1,N/A,N/A
Departamento,"Palermo Chico, Palermo, Capital Federal",567000,USD,184.32,173.63, 4, 2,130000,ARS
Departamento,"Godoy Cruz, Godoy Cruz, Mendoza",160000,USD,110,95, 4, 2,15000,ARS
Departamento,"Mendoza, Capital, Mendoza",79000,USD,54,45, 1, 1,4000,ARS
Departamento,"Belgrano, Capital Federal",69000,USD,37.5,37.5, 2, 1,12000,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",103000,USD,62,53, 2, 1,5000,ARS
Departamento,"Villa Nueva De Guaymallen, Guaymallen, Mendoza",54900,USD,86.5,77.21, 3, 2,2000,ARS
Departamento,"Villa Del Parque, Capital Federal",70000,USD,40.18,38.85, 2, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",138000,USD,49.48,45.74, 2, 1,20000,ARS
Departamento,"Vicente Lopez, Vicente Lopez, Buenos Aires",74000,USD,38.43,36.79, 2, 1,N/A,N/A
Departamento,"Colon, Cordoba, Capital,",22500,USD,49,41, 2, 1,N/A,N/A
Departamento,"Avellaneda, Buenos Aires",43000,USD,30,30, 1, 1,3500,ARS
Departamento,"Floresta, Capital Federal",119500,USD,70,60, 3, 1,N/A,N/A
Departamento,"Floresta, Capital Federal",64900,USD,33.78,30.18, 1, 1,N/A,N/A
Departamento,"Flores, Capital Federal",164990,USD,96.25,74.94, 4, 2,N/A,N/A
Departamento,"Recoleta, Capital Federal",94000,USD,40,35, 2, 1,11800,ARS
Departamento,"Villa Urquiza, Capital Federal",90000,USD,39.55,34.42, 1, 1,N/A,N/A
Departamento,"Villa Urquiza, Capital Federal",111500,USD,48.88,45.46, 2, 1,N/A,N/A
Departamento,"General Paz, Cordoba, Capital,",Solicitar,precio,49,43, 2, 1,5000,ARS
Departamento,"Godoy Cruz, Godoy Cruz, Mendoza",36000,USD,50,50, 2, 1,N/A,N/A
Departamento,"Recoleta, Capital Federal",64800,USD,28.09,28.09, 2, 1,8500,ARS
Departamento,"Mendoza, Capital, Mendoza  Solicitar precio",Solicitar,precio,126,88, 4, 2,19500,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",70000,USD,49,37, 2, 1,3500,ARS
Departamento,"Recoleta, Capital Federal",365000,USD,161,151, 4, 2,28000,ARS
Departamento,"Quilmes, Quilmes, Buenos Aires",69000,USD,72,72, 4, 2,24700,ARS
Departamento,"Tigre, Tigre, Buenos Aires",150000,USD,137,61, 3, 2,12000,ARS
Departamento,"Barrio Norte, Capital Federal",109000,USD,94,69, 4, 2,5200,ARS
Departamento,"Olivos, Vicente Lopez, Buenos Aires",54000,USD,24,24, 1, 1,4500,ARS
Departamento,"Entre Boulevares, Santa Fe, Santa Fe Capital, Santa Fe",44000,USD,62.68,40.68, 2, 1,4000,ARS
Departamento,"Belgrano, Capital Federal",199000,USD,89.44,78.96, 4, 2,25000,ARS
Departamento,"Tigre, Tigre, Buenos Aires",65000,USD,39.5,35.65, 1, 1,2500,ARS
Departamento,"Villa Del Parque, Capital Federal",98000,USD,60,46, 2, 1,3500,ARS
Departamento,"Balvanera, Capital Federal",75900,USD,84,84, 4, 1,17000,ARS
Departamento,"Neuquen, Confluencia,",75000,USD,66,41, 2, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",269000,USD,123.91,110.76, 4, 2,43155,ARS
Departamento,"Olivos, Vicente Lopez, Buenos Aires",119900,USD,61.9,52.44, 3, 1,14100,ARS
Departamento,"Beccar, San Isidro, Buenos Aires",160000,USD,73,69, 3, 1,5000,ARS
Departamento,"Palermo, Capital Federal",398000,USD,180.71,156.71, 5, 3,55000,ARS
Departamento,"Liniers, Capital Federal",57000,USD,70.45,70.45, 3, 1,N/A,N/A
Departamento,"Villa Lynch, General San Martin, Buenos Aires",27000,USD,37.1,35.03, 2, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",67000,USD,64,60, 3, 1,N/A,N/A
Departamento,"Santos Lugares, Tres De Febrero, Buenos Aires",53000,USD,49,45, 2, 1,5000,ARS
Departamento,"Centro, San Carlos De Bariloche, Bariloche,",65000,USD,23,23, 1, 1,6000,ARS
Departamento,,48500,USD,48.5,45, 2, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",94000,USD,94,78, 3, 1,N/A,N/A
Departamento,"Villa Devoto, Capital Federal",94500,USD,43.28,39.52, 2, 1,1,ARS
Departamento,"Pinamar, Pinamar, Buenos Aires",106000,USD,71.02,50.45, 3, 2,5000,ARS
Departamento,"Villa Gesell, Villa Gesell, Buenos Aires",60000,USD,72.59,40.39, 2, 1,4000,ARS
Departamento,"Rosario, Rosario, Santa Fe",53000,USD,57,36, 2, 1,3000,ARS
Departamento,"San Cristobal, Capital Federal",110000,USD,64,55, 2, 1,4000,USD
Departamento,"Villa Urquiza, Capital Federal",171800,USD,68.75,63.5, 3, 1,N/A,N/A
Departamento,"Villa Urquiza, Capital Federal",123000,USD,52.9,47.28, 2, 1,N/A,N/A
Departamento,"Villa Del Parque, Capital Federal",125000,USD,77.3,71.4, 3, 2,1,ARS
Departamento,"Villa Del Parque, Capital Federal",135000,USD,77.3,71.4, 3, 2,1,ARS
Departamento,"Villa Del Parque, Capital Federal",66000,USD,40.71,37.01, 1, 1,1,ARS
Departamento,"Flores, Capital Federal",185000,USD,90,85, 4, 2,16000,ARS
Departamento,"Mendoza, Capital, Mendoza",90000,USD,124,75, 3, 1,N/A,N/A
Departamento,"Mendoza, Capital, Mendoza",94000,USD,124,75, 3, 1,N/A,N/A
Departamento,"Belgrano, Rosario, Rosario, Santa Fe",59000,USD,95,80, 7, 1,N/A,N/A
Departamento,"Puerto Norte, Rosario, Rosario, Santa Fe",120000,USD,50,44, 2, 1,4000,ARS
Departamento,"Parque Chacabuco, Capital Federal",45000,USD,31.37,31.37, 2, 1,7200,ARS
Departamento,"Monserrat, Capital Federal",145000,USD,55,51, 1, 1,100,ARS
Departamento,"Caballito, Capital Federal",118000,USD,54,46, 2, 1,N/A,N/A
Departamento,"Villa Urquiza, Capital Federal",91600,USD,39.55,34.42, 1, 1,N/A,N/A
Departamento,"Villa Urquiza, Capital Federal",262900,USD,105.17,92.95, 4, 2,N/A,N/A
Departamento,"Caseros, Tres De Febrero, Buenos Aires",46500,USD,30,30, 1, 1,N/A,N/A
Departamento,"Pilar Garden, Pilar, Pilar, Buenos Aires",69900,USD,116,48, 2, 1,N/A,N/A
Departamento,"Caseros, Tres De Febrero, Buenos Aires",66500,USD,48.28,42.28, 2, 1,N/A,N/A
Departamento,"Olivos, Vicente Lopez, Buenos Aires",80000,USD,47,47, 2, 1,11000,ARS
Departamento,"Belen De Escobar, Escobar, Buenos Aires",77000,USD,77,60, 3, 1,7000,ARS
Departamento,"Recoleta, Capital Federal",148000,USD,90.77,84.21, 3, 2,24500,ARS
Departamento,"Villa Ortuzar, Capital Federal",59000,USD,34,30, 1, 1,6245,ARS
Departamento,"Palermo, Capital Federal",160000,USD,63,54, 3, 1,10000,ARS
Departamento,"General Paz, Cordoba, Capital,",39900,USD,64,40, 3, 1,7800,ARS
Departamento,Villa,59900,USD,33.09,29.8, 1, 1,5300,ARS
Departamento,"Villa Urquiza, Capital Federal",89000,USD,57.84,35, 1, 1,3500,ARS
Departamento,"Parque Patricios, Capital Federal",50000,USD,66.8,60.7, 4, 1,10000,ARS
Departamento,Villa Saenz,150000,USD,57,53, 3, 1,5000,ARS
Departamento,"Olivos, Vicente Lopez, Buenos Aires",145000,USD,68,63, 3, 1,15000,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",69900,USD,55,55, 3, 1,N/A,N/A
Departamento,"Liniers, Capital Federal",244900,USD,88,71, 3, 2,N/A,N/A
Departamento,"Palermo, Capital Federal",160000,USD,52,41, 2, 1,32000,ARS
Departamento,"Villa Lugano, Capital Federal",36900,USD,52,45, 3, 1,1800,ARS
Departamento,"Banfield, Lomas De Zamora, Buenos Aires",100000,USD,67,67, 3, 1,N/A,N/A
Departamento,"Caseros, Tres De Febrero, Buenos Aires",36000,USD,35,35, 1, 1,N/A,N/A
Departamento,Las,180000,USD,61,50, 3, 1,8500,ARS
Departamento,"Villa Urquiza, Capital Federal",58900,USD,29,29, 1, 1,N/A,N/A
Departamento,"Villa Urquiza, Capital Federal",116000,USD,64.5,58.5, 2, 1,N/A,N/A
Departamento,"Villa Urquiza, Capital Federal",145000,USD,81.5,72, 3, 2,N/A,N/A
Departamento,San,55000,USD,30,30, 1, 1,5429,ARS
Departamento,"Lourdes, Rosario, Rosario, Santa Fe",60000,USD,42,42, 2, 1,2000,ARS
Departamento,Capital Federal,53000,USD,31,31, 2, 1,7500,ARS
Departamento,"La Plata, La Plata, Buenos Aires",42000,USD,28,28, 2, 1,2000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",35000,USD,37,33, 1, 1,N/A,N/A
Departamento,"La Plata, La Plata, Buenos Aires",62000,USD,65,60, 3, 1,N/A,N/A
Departamento,Capital Federal,129000,USD,48.03,43.97, 2, 1,6300,ARS
Departamento,"Ciudad Jardin Del Palomar, Tres De Febrero, Buenos Aires",82000,USD,61.55,58.55, 3, 1,6000,ARS
Departamento,"Echesortu, Rosario, Rosario, Santa Fe",115000,USD,134,70, 3, 2,13000,ARS
Departamento,"Martin Coronado, Tres De Febrero, Buenos Aires",57000,USD,53.35,50, 3, 1,3000,
Departamento,"Recoleta, Capital Federal",399999,USD,150.22,135, 3, 2,40000,ARS
Departamento,"Martin Coronado, Tres De Febrero, Buenos Aires",60000,USD,62,57, 3, 2,3000,
Departamento,"Villa Del Parque, Capital Federal",159000,USD,93,82, 4, 2,17000,ARS
Departamento,"Balvanera, Capital Federal",178000,USD,140,125, 4, 1,9000,ARS
Departamento,"Moron, Moron, Buenos Aires",69000,USD,72,70, 3, 1,4000,ARS
Departamento,"Cid Campeador, Caballito, Capital Federal",230000,USD,118.4,102, 4, 2,N/A,N/A
Departamento,Capital Federal,40000,USD,34.34,32.74, 1, 1,3500,ARS
Departamento,"Villa Devoto, Capital Federal",161000,USD,87.07,75.91, 3, 2,N/A,N/A
Departamento,"Villa Devoto, Capital Federal",163000,USD,87.07,75.91, 3, 2,N/A,N/A
Departamento,"Caballito, Capital Federal",170000,USD,106.81,106.81, 4, 1,29000,ARS
Departamento,"Ciudadela, Tres De Febrero, Buenos Aires",46500,USD,30,29, 2, 1,1500,ARS
Departamento,"Ciudadela, Tres De Febrero, Buenos Aires",49000,USD,36,36, 2, 1,1500,ARS
Departamento,"Villa General Mitre, Capital Federal",88000,USD,61,57, 3, 2,13577,ARS
Departamento,"Vicente Lopez, Vicente Lopez, Buenos Aires",100000,USD,47.33,41, 2, 1,N/A,N/A
Departamento,"Villa Carlos Paz, Punilla,",125000,USD,70,69, 4, 1,6000,ARS
Departamento,Capital Federal,230000,USD,95,78, 3, 1,21500,ARS
Departamento,"Parque Centenario, Capital Federal",69000,USD,53,48, 3, 1,4500,
Departamento,"Pompeya, Mar Del Plata, General Pueyrredon, Buenos Aires",89900,USD,68,65, 3, 1,20000,ARS
Departamento,"Belgrano, Capital Federal",124000,USD,62,62, 3, 1,7000,ARS
Departamento,"Zona Centro, Salta, Capital, Salta",65000,USD,54.83,41.78, 2, 1,N/A,N/A
Departamento,"Flores, Capital Federal",135000,USD,54,50, 3, 1,5000,ARS
Departamento,"Nueva Pompeya, Capital Federal",55000,USD,81,76, 4, 1,1500,ARS
Departamento,"Remedios De Escalada, Lanus, Buenos Aires",125000,USD,70,61, 3, 1,7000,ARS
Departamento,"Almagro, Capital Federal",159000,USD,73,67, 3, 1,15000,ARS
Departamento,"Saavedra, Capital Federal",224900,USD,78.7,74.55, 3, 2,N/A,N/A
Departamento,"Avellaneda, Avellaneda, Buenos Aires",45000,USD,30,30, 1, 1,N/A,N/A
Departamento,"Avellaneda, Avellaneda, Buenos Aires",45000,USD,34,34, 1, 1,N/A,N/A
Departamento,"Avellaneda, Avellaneda, Buenos Aires",45000,USD,34,34, 1, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",130000,USD,80,75, 3, 1,5000,ARS
Departamento,"Echesortu, Rosario, Rosario, Santa Fe",26000,USD,21,20, 1, 1,2000,ARS
Departamento,"Caballito, Capital Federal",85000,USD,42.5,38.5, 1, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",82000,USD,39,35, 1, 1,100,ARS
Departamento,"Remedios De Escalada, Lanus, Buenos Aires",138000,USD,73,61, 3, 1,3000,ARS
Departamento,"Colegiales, Capital Federal",102300,USD,47,40, 2, 1,15000,ARS
Departamento,"Avellaneda, Avellaneda, Buenos Aires",80000,USD,61,61, 4, 1,4000,ARS
Departamento,"Almagro, Capital Federal",139000,USD,73,71, 3, 1,15000,ARS
Departamento,"Santos Lugares, Tres De Febrero, Buenos Aires",57000,USD,46.75,42, 2, 1,N/A,N/A
Departamento,"Echesortu, Rosario, Rosario, Santa Fe",42000,USD,38.45,34, 2, 1,100,ARS
Departamento,"Valentin Alsina, Lanus, Buenos Aires",139000,USD,96,90, 3, 2,N/A,N/A
Departamento,"Colegiales, Capital Federal",120000,USD,61,59, 3, 1,9500,ARS
Departamento,"Balvanera, Capital Federal",65000,USD,45,37, 2, 1,8700,ARS
Departamento,Plaza San,118000,USD,67,67, 3, 1,12000,ARS
Departamento,"Barracas, Capital Federal",175000,USD,120,116, 5, 1,15000,ARS
Departamento,"Observatorio, Cordoba, Capital,",35000,USD,42,42, 2, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",159000,USD,93.24,86.09, 3, 1,12000,ARS
Departamento,"Balvanera, Capital Federal",145000,USD,83.08,65.1, 3, 1,13900,ARS
Departamento,"Villa Real, Capital Federal",119000,USD,102.75,40.37, 2, 1,2400,ARS
Departamento,"Arroyito, Rosario, Rosario, Santa Fe",320000,USD,106,91, 4, 2,10000,ARS
Departamento,San,142000,USD,102,95, 4, 1,N/A,N/A
Departamento,"Villa Luro, Capital Federal",77900,USD,48,41, 2, 1,8000,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",140000,USD,78.2,78.2, 4, 2,10500,ARS
Departamento,"Cosquin, Punilla,",34999,USD,55,55, 2, 1,2500,ARS
Departamento,"Retiro, Capital Federal",85000,USD,41.95,41.95, 2, 1,8000,ARS
Departamento,"Belgrano, Capital Federal",199000,USD,143,86, 4, 2,20740,ARS
Departamento,"Ramos Mejia, La Matanza, Buenos Aires",57000,USD,38,35, 2, 1,2400,ARS
Departamento,"Flores, Capital Federal",29999,USD,20,16, 1, 1,2000,ARS
Departamento,"Berazategui, Berazategui, Buenos Aires",69900,USD,59.42,55.7, 3, 1,4500,ARS
Departamento,San,49500,USD,30,30, 1, 1,5500,ARS
Departamento,"Tribunales, Capital Federal",49500,USD,30,30, 1, 1,5500,ARS
Departamento,"Wilde, Avellaneda, Buenos Aires",47000,USD,39.1,34.6, 1, 1,3000,ARS
Departamento,"Palermo, Capital Federal",370000,USD,122.09,106.84, 5, 2,25500,ARS
Departamento,"Barrio Norte, Capital Federal",96000,USD,53,53, 2, 1,8000,ARS
Departamento,"Lanus, Lanus, Buenos Aires",69900,USD,42,39, 2, 1,8450,ARS
Departamento,"La Plata, La Plata, Buenos Aires",39000,USD,36,36, 2, 1,3000,ARS
Departamento,"Entre Boulevares, Santa Fe, Santa Fe Capital, Santa Fe",220000,USD,95,95, 5, 2,N/A,N/A
Departamento,"Belgrano, Capital Federal",151000,USD,87,81, 2, 1,22300,ARS
Departamento,"Villa Crespo, Capital Federal",141330,USD,46.2,38.2, 3, 1,N/A,N/A
Departamento,"Tigre, Tigre, Buenos Aires",155000,USD,86,71, 3, 1,10000,ARS
Departamento,"Centro, Rosario, Rosario, Santa Fe",115000,USD,68,58, 2, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",119000,USD,51,43, 2, 1,7900,ARS
Departamento,"Villa Urquiza, Capital Federal",302000,USD,178,126, 4, 2,N/A,N/A
Departamento,"San Isidro, San Isidro, Buenos Aires",89900,USD,44.33,44.33, 2, 1,6000,ARS
Departamento,"Palermo, Capital Federal",565000,USD,171,171, 4, 2,40000,ARS
Departamento,"Las Heras, Rosario, Rosario, Santa Fe",65000,USD,70.2,70.2, 3, 1,1500,ARS
Departamento,"Barrio Norte, Capital Federal",350000,USD,106,106, 4, 2,9500,ARS
Departamento,"Neuquen, Confluencia,",96000,USD,50.84,47.6, 2, 1,10000,ARS
Departamento,"Neuquen, Confluencia,",130900,USD,77,71, 3, 1,4500,ARS
Departamento,"Villa Lugano, Capital Federal",63500,USD,68.8,62.5, 4, 1,7000,ARS
Departamento,"Villa Del Parque, Capital Federal",69000,USD,48.33,48.33, 2, 1,5000,ARS
Departamento,"Nuevo Riverside, Tigre, Tigre, Buenos Aires",93000,USD,40,37, 2, 1,N/A,N/A
Departamento,"Florida, Vicente Lopez, Buenos Aires",67500,USD,45,38, 1, 1,N/A,N/A
Departamento,"Florida, Vicente Lopez, Buenos Aires",88500,USD,59,50, 2, 1,N/A,N/A
Departamento,"Colegiales, Capital Federal",115000,USD,65,65, 3, 1,13000,ARS
Departamento,"Saavedra, Capital Federal",115000,USD,60.58,58.69, 3, 1,N/A,N/A
Departamento,"Belgrano, Capital Federal",157000,USD,71,71, 4, 1,10000,ARS
Departamento,"Caballito, Capital Federal",118000,USD,67,62, 3, 1,9500,ARS
Departamento,"Villa Urquiza, Capital Federal",92000,USD,53,46, 2, 1,18000,ARS
Departamento,"Centro, Pinamar, Pinamar, Buenos Aires",175000,USD,87,56, 3, 2,N/A,N/A
Departamento,"Palermo, Capital Federal",105000,USD,63,63, 2, 1,18000,ARS
Departamento,"Castelar, Moron, Buenos Aires",54000,USD,38,27, 1, 1,2000,ARS
Departamento,Capital Federal,159213,USD,149,71, 2, 2,N/A,N/A
Departamento,Capital Federal,216805,USD,207,100, 3, 3,N/A,N/A
Departamento,Capital Federal,307662,USD,292,140, 4, 3,N/A,N/A
Departamento,Capital Federal,189000,USD,89.37,76, 3, 2,26000,ARS
Departamento,"Monserrat, Capital Federal",92000,USD,35,35, 1, 1,100,ARS
Departamento,"Monserrat, Capital Federal",139000,USD,55,51, 1, 1,100,ARS
Departamento,"Vicente Lopez, Vicente Lopez, Buenos Aires",129000,USD,57.64,57.64, 3, 1,14000,ARS
Departamento,"Villa Lugano, Capital Federal",100000,USD,86.88,73.26, 4, 1,12700,ARS
Departamento,"Puerto Madero, Capital Federal",336000,USD,64,57, 2, 1,38000,ARS
Departamento,"Villa Urquiza, Capital Federal",302000,USD,178,126, 4, 2,N/A,N/A
Departamento,"Belgrano, Capital Federal",107000,USD,47.79,44.9, 3, 1,N/A,N/A
Departamento,"Balvanera, Capital Federal",58000,USD,34,32, 2, 1,N/A,N/A
Departamento,"Neuquen, Confluencia,",105000,USD,75,69, 3, 2,N/A,N/A
Departamento,"Banfield, Lomas De Zamora, Buenos Aires",49000,USD,27,27, 1, 1,6000,ARS
Departamento,"Aparts Del Pinazo, Pilar, Buenos Aires",79990,USD,87.04,65.84, 3, 1,20000,ARS
Departamento,"Entre Boulevares, Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio 59",Solicitar,precio,59,55, 2, 1,N/A,N/A
Departamento,Villa,54000,USD,26.49,23.13, 1, 1,6000,ARS
Departamento,"Once, Capital Federal",127000,USD,106,100, 4, 2,N/A,N/A
Departamento,"Villa Ortuzar, Capital Federal",59900,USD,37,32, 1, 1,8500,ARS
Departamento,"Villa Urquiza, Capital Federal",85000,USD,44,40, 1, 1,10100,ARS
Departamento,"Villa Devoto, Capital Federal",162000,USD,89.93,76.31, 3, 2,N/A,N/A
Departamento,"Villa Devoto, Capital Federal",194400,USD,87.1,75.94, 3, 2,N/A,N/A
Departamento,"Palermo, Capital Federal",68000,USD,34.31,33, 2, 1,9000,ARS
Departamento,"Moreno, Moreno, Buenos Aires",32000,USD,31.5,30, 1, 1,N/A,N/A
Departamento,"Moreno, Moreno, Buenos Aires",40000,USD,39.5,38, 2, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",105000,USD,70,62, 3, 2,17800,ARS
Departamento,"Martin, Rosario, Rosario, Santa Fe",200000,USD,225,213, 8, 2,22000,ARS
Departamento,Villa,150000,USD,72.5,60, 3, 1,12800,ARS
Departamento,"Recoleta, Capital Federal",92000,USD,55,52, 2, 1,8300,ARS
Departamento,"San Cristobal, Capital Federal",42500,USD,29,21, 1, 1,3000,ARS
Departamento,"Villa Devoto, Capital Federal",192600,USD,89.93,76.31, 3, 2,N/A,N/A
Departamento,"La Paternal, Capital Federal",105000,USD,97.27,93.5, 4, 2,11870,ARS
Departamento,"Palermo, Capital Federal",69900,USD,35.09,27, 1, 1,11600,ARS
Departamento,"Lourdes, Rosario, Rosario, Santa Fe",82000,USD,77.95,68.17, 4, 1,1500,ARS
Departamento,"La Plata, La Plata, Buenos Aires",60000,USD,61,45, 2, 1,N/A,N/A
Departamento,"Caballito, Capital Federal",119250,USD,52.96,46, 2, 1,N/A,N/A
Departamento,"Mar Del Plata, General Pueyrredon, Buenos Aires",42000,USD,46,42, 2, 1,N/A,N/A
Departamento,"Almagro, Capital Federal",67000,USD,28,22, 1, 1,6550,ARS
Departamento,"General San Martin, General San Martin, Buenos Aires",44000,USD,38,35, 1, 1,N/A,N/A
Departamento,"General San Martin, General San Martin, Buenos Aires",46000,USD,39,36, 1, 1,N/A,N/A
Departamento,"General San Martin, General San Martin, Buenos Aires",47000,USD,39,36, 1, 1,N/A,N/A
Departamento,"General San Martin, General San Martin, Buenos Aires",116000,USD,97,75, 3, 2,N/A,N/A
Departamento,"General San Martin, General San Martin, Buenos Aires",126000,USD,105,80, 4, 2,N/A,N/A
Departamento,"General San Martin, General San Martin, Buenos Aires",43000,USD,38,35, 1, 1,N/A,N/A
Departamento,"General San Martin, General San Martin, Buenos Aires",48000,USD,41,38, 1, 1,N/A,N/A
Departamento,"General San Martin, General San Martin, Buenos Aires",45000,USD,38,35, 1, 1,N/A,N/A
Departamento,"General San Martin, General San Martin, Buenos Aires",109000,USD,109,54, 3, 1,N/A,N/A
Departamento,"Pinamar, Pinamar, Buenos Aires",99000,USD,116,84, 3, 2,12000,ARS
Departamento,"Merlo, Merlo, Buenos Aires",36500,USD,42.89,37.89, 2, 1,2300,ARS
Departamento,"Almagro, Capital Federal",57000,USD,32,30, 1, 1,8000,ARS
Departamento,,129000,USD,98,90, 4, 3,6000,ARS
Departamento,"Recoleta, Capital Federal",160000,USD,111.67,105, 4, 2,45000,ARS
Departamento,Capital Federal,260000,USD,89,82, 4, 2,30000,ARS
Departamento,"Olivos, Vicente Lopez, Buenos Aires",199000,USD,65.2,62, 2, 1,N/A,N/A
Departamento,"Constitucion, Mar Del Plata, General Pueyrredon, Buenos Aires  Solicitar precio",Solicitar,precio,123.4,118.7, 4, 1,N/A,N/A
Departamento,"Lourdes, Rosario, Rosario, Santa Fe",68000,USD,51,48, 2, 1,N/A,N/A
Departamento,"Parque Centenario, Capital Federal",90000,USD,64,47.5, 2, 1,N/A,N/A
Departamento,"Avellaneda, Avellaneda, Buenos Aires",49000,USD,44,40, 2, 1,7000,USD
Departamento,"Moron, Moron, Buenos Aires",35000,USD,27,24, 1, 1,3799,ARS
Departamento,"Lourdes, Rosario, Rosario, Santa Fe  Solicitar precio 55",Solicitar,precio,55,50, 2, 1,N/A,N/A
Departamento,"Entre Boulevares, Santa Fe, Santa Fe Capital, Santa Fe",130000,USD,67,67, 3, 2,6000,ARS
Departamento,Villa,114500,USD,54.6,48, 2, 1,13000,ARS
Departamento,"Martin, Rosario, Rosario, Santa Fe  Solicitar precio",Solicitar,precio,55,55, 5, 1,30,USD
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",95000,USD,62,62, 3, 1,12000,ARS
Departamento,"Liniers, Capital Federal",73900,USD,43,43, 2, 1,7000,ARS
Departamento,"Caballito Norte, Caballito, Capital Federal",122000,USD,75.28,67.48, 3, 1,10000,ARS
Departamento,"Pilar, Pilar, Buenos Aires",115000,USD,81,68, 3, 2,15000,ARS
Departamento,"Puerto Madero, Capital Federal",675000,USD,127,116, 3, 2,36000,ARS
Departamento,"Santa Fe, Santa Fe Capital, Santa Fe",180000,USD,81.3,75.67, 4, 2,29000,ARS
Departamento,"Centro, Mar Del Plata, General Pueyrredon, Buenos Aires",72000,USD,109,55, 3, 1,9200,ARS
Departamento,"La Plata, La Plata, Buenos Aires",49000,USD,74,61, 3, 1,N/A,N/A
Departamento,San,49000,USD,14.61,14.61, 1, 1,4000,ARS
Departamento,"Flores, Capital Federal",172000,USD,72.86,65.61, 3, 2,8000,
Departamento,"Villa Santa Rita, Capital Federal",53000,USD,44.24,38.24, 1, 1,N/A,N/A
Departamento,"Almagro, Capital Federal",124900,USD,181,144, 4, 2,29000,ARS
Departamento,"Villa Aberastain, Pocito, San Juan",7000000,ARS,56,56, 3, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",129000,USD,77,68, 3, 1,17700,ARS
Departamento,"Quilmes, Quilmes, Buenos Aires",119000,USD,100,83, 5, 1,9000,ARS
Departamento,"Mar Del Plata, General Pueyrredon, Buenos Aires",70000,USD,55,55, 2, 1,2500,ARS
Departamento,"Saavedra, Capital Federal",114000,USD,50,50, 2, 1,20000,ARS
Departamento,"La Plata, La Plata, Buenos Aires",130000,USD,81.95,75.07, 3, 1,4000,ARS
Departamento,Villa,59000,USD,57,45, 2, 1,3000,ARS
Departamento,"Del Viso, Pilar, Buenos Aires",85000,USD,61,51, 2, 1,N/A,N/A
Departamento,"Concord Pilar, Pilar, Pilar, Buenos Aires",135000,USD,65.12,59.62, 2, 1,21000,ARS
Departamento,"Balvanera, Capital Federal",71000,USD,31,27, 1, 1,N/A,N/A
Departamento,"Campanillas Park, Pilar, Buenos Aires",105000,USD,95,77, 3, 2,6000,ARS
Departamento,"Palermo, Capital Federal",118000,USD,56,45.5, 2, 1,N/A,N/A
Departamento,"Palermo, Capital Federal",62500,USD,48,22.5, 1, 1,N/A,N/A
Departamento,"Villa Del Parque, Capital Federal",150000,USD,68,60, 3, 1,3500,ARS
Departamento,Capital Federal,135000,USD,68,60, 3, 1,3500,ARS
Departamento,Capital Federal,130000,USD,52,44, 2, 1,N/A,N/A
Departamento,"San Cristobal, Capital Federal",79900,USD,65,50, 2, 1,N/A,N/A
